season,week,celebrity_name,era,raw_score,judge_share,judge_rank,results,is_eliminated
19,4.0,Jonathan Bennett,Percentage,24.0,0.075,10.0,Eliminated Week 6,0
19,4.0,Lea Thompson,Percentage,39.0,0.121875,2.0,Eliminated Week 9,0
19,4.0,Michael Waltrip,Percentage,25.0,0.078125,9.0,Eliminated Week 8,0
19,4.0,Sadie Robertson,Percentage,37.0,0.115625,3.0,2nd Place,0
19,4.0,Tommy Chong,Percentage,28.0,0.0875,8.0,Eliminated Week 10,0
19,5.0,Alfonso Ribeiro,Percentage,34.0,0.12878787878787878,2.0,1st Place,0
19,5.0,Antonio Sabato Jr.,Percentage,28.0,0.10606060606060606,6.0,Eliminated Week 7,0
19,5.0,Bethany Mota,Percentage,32.0,0.12121212121212122,5.0,Eliminated Week 11,0
19,5.0,Janel Parrish,Percentage,33.0,0.125,4.0,3rd Place,0
19,5.0,Jonathan Bennett,Percentage,24.0,0.09090909090909091,7.0,Eliminated Week 6,0
19,5.0,Lea Thompson,Percentage,34.0,0.12878787878787878,2.0,Eliminated Week 9,0
19,5.0,Michael Waltrip,Percentage,20.0,0.07575757575757576,9.0,Eliminated Week 8,0
19,5.0,Sadie Robertson,Percentage,36.0,0.13636363636363635,1.0,2nd Place,0
19,5.0,Tommy Chong,Percentage,23.0,0.08712121212121213,8.0,Eliminated Week 10,0
19,6.0,Alfonso Ribeiro,Percentage,39.0,0.13310580204778158,1.0,1st Place,0
19,6.0,Antonio Sabato Jr.,Percentage,28.0,0.09556313993174062,8.0,Eliminated Week 7,0
19,6.0,Bethany Mota,Percentage,36.0,0.12286689419795221,2.0,Eliminated Week 11,0
19,6.0,Janel Parrish,Percentage,33.0,0.11262798634812286,4.0,3rd Place,0
19,6.0,Jonathan Bennett,Percentage,32.0,0.10921501706484642,5.0,Eliminated Week 6,1
19,6.0,Lea Thompson,Percentage,32.0,0.10921501706484642,5.0,Eliminated Week 9,0
19,6.0,Michael Waltrip,Percentage,30.0,0.10238907849829351,7.0,Eliminated Week 8,0
19,6.0,Sadie Robertson,Percentage,35.0,0.11945392491467577,3.0,2nd Place,0
19,6.0,Tommy Chong,Percentage,28.0,0.09556313993174062,8.0,Eliminated Week 10,0
19,7.0,Alfonso Ribeiro,Percentage,34.0,0.13152804642166344,3.0,1st Place,0
19,7.0,Antonio Sabato Jr.,Percentage,29.5,0.11411992263056092,7.0,Eliminated Week 7,1
19,7.0,Bethany Mota,Percentage,37.5,0.1450676982591876,1.0,Eliminated Week 11,0
19,7.0,Janel Parrish,Percentage,33.5,0.12959381044487428,4.0,3rd Place,0
19,7.0,Lea Thompson,Percentage,35.0,0.13539651837524178,2.0,Eliminated Week 9,0
19,7.0,Michael Waltrip,Percentage,28.0,0.10831721470019343,8.0,Eliminated Week 8,0
19,7.0,Sadie Robertson,Percentage,31.0,0.11992263056092843,5.0,2nd Place,0
19,7.0,Tommy Chong,Percentage,30.0,0.11605415860735009,6.0,Eliminated Week 10,0
19,8.0,Alfonso Ribeiro,Percentage,41.0,0.16532258064516128,2.0,1st Place,0
19,8.0,Bethany Mota,Percentage,40.0,0.16129032258064516,3.0,Eliminated Week 11,0
19,8.0,Janel Parrish,Percentage,43.0,0.17338709677419356,1.0,3rd Place,0
19,8.0,Lea Thompson,Percentage,32.0,0.12903225806451613,5.0,Eliminated Week 9,0
19,8.0,Michael Waltrip,Percentage,25.0,0.10080645161290322,7.0,Eliminated Week 8,1
19,8.0,Sadie Robertson,Percentage,38.0,0.1532258064516129,4.0,2nd Place,0
19,8.0,Tommy Chong,Percentage,29.0,0.11693548387096774,6.0,Eliminated Week 10,0
19,9.0,Alfonso Ribeiro,Percentage,38.5,0.17990654205607476,1.0,1st Place,0
19,9.0,Bethany Mota,Percentage,37.0,0.17289719626168223,3.0,Eliminated Week 11,0
19,9.0,Janel Parrish,Percentage,38.5,0.17990654205607476,1.0,3rd Place,0
19,9.0,Lea Thompson,Percentage,35.0,0.16355140186915887,5.0,Eliminated Week 9,1
19,9.0,Sadie Robertson,Percentage,36.5,0.1705607476635514,4.0,2nd Place,0
19,9.0,Tommy Chong,Percentage,28.5,0.13317757009345793,6.0,Eliminated Week 10,0
19,10.0,Alfonso Ribeiro,Percentage,37.5,0.2054794520547945,3.0,1st Place,0
19,10.0,Bethany Mota,Percentage,38.0,0.20821917808219179,2.0,Eliminated Week 11,0
19,10.0,Janel Parrish,Percentage,39.0,0.2136986301369863,1.0,3rd Place,0
19,10.0,Sadie Robertson,Percentage,37.0,0.20273972602739726,4.0,2nd Place,0
19,10.0,Tommy Chong,Percentage,31.0,0.16986301369863013,5.0,Eliminated Week 10,1
19,11.0,Alfonso Ribeiro,Percentage,40.0,0.255864084998049,1.0,1st Place,0
19,11.0,Bethany Mota,Percentage,38.0,0.2430708807481466,4.0,Eliminated Week 11,1
19,11.0,Janel Parrish,Percentage,38.9998,0.24946620355267282,3.0,3rd Place,0
19,11.0,Sadie Robertson,Percentage,39.333200000000005,0.2515988307011316,2.0,2nd Place,0
20,1.0,Charlotte McKinney,Percentage,22.0,0.06918238993710692,11.0,Eliminated Week 3,0
20,1.0,Chris Soules,Percentage,26.0,0.08176100628930817,5.0,Eliminated Week 8,0
20,1.0,Michael Sam,Percentage,26.0,0.08176100628930817,5.0,Eliminated Week 4,0
20,1.0,Nastia Liukin,Percentage,30.0,0.09433962264150944,3.0,Eliminated Week 9,0
20,1.0,Noah Galloway,Percentage,26.0,0.08176100628930817,5.0,3rd Place,0
20,1.0,Patti LaBelle,Percentage,25.0,0.07861635220125786,8.0,Eliminated Week 6,0
20,1.0,Redfoo,Percentage,22.0,0.06918238993710692,11.0,Eliminated Week 2,0
20,1.0,Riker Lynch,Percentage,31.0,0.09748427672955975,2.0,2nd Place,0
20,1.0,Robert Herjavec,Percentage,28.0,0.0880503144654088,4.0,Eliminated Week 8,0
20,1.0,Rumer Willis,Percentage,32.0,0.10062893081761007,1.0,1st Place,0
20,1.0,Suzanne Somers,Percentage,25.0,0.07861635220125786,8.0,Eliminated Week 5,0
20,1.0,Willow Shields,Percentage,25.0,0.07861635220125786,8.0,Eliminated Week 7,0
20,2.0,Charlotte McKinney,Percentage,26.0,0.07492795389048991,11.0,Eliminated Week 3,0
20,2.0,Chris Soules,Percentage,21.0,0.06051873198847262,12.0,Eliminated Week 8,0
20,2.0,Michael Sam,Percentage,28.0,0.08069164265129683,6.0,Eliminated Week 4,0
20,2.0,Nastia Liukin,Percentage,34.0,0.09798270893371758,1.0,Eliminated Week 9,0
20,2.0,Noah Galloway,Percentage,27.0,0.07780979827089338,10.0,3rd Place,0
20,2.0,Patti LaBelle,Percentage,28.0,0.08069164265129683,6.0,Eliminated Week 6,0
20,2.0,Redfoo,Percentage,31.0,0.0893371757925072,5.0,Eliminated Week 2,1
20,2.0,Riker Lynch,Percentage,32.0,0.09221902017291066,2.0,2nd Place,0
20,2.0,Robert Herjavec,Percentage,28.0,0.08069164265129683,6.0,Eliminated Week 8,0
20,2.0,Rumer Willis,Percentage,32.0,0.09221902017291066,2.0,1st Place,0
20,2.0,Suzanne Somers,Percentage,28.0,0.08069164265129683,6.0,Eliminated Week 5,0
20,2.0,Willow Shields,Percentage,32.0,0.09221902017291066,2.0,Eliminated Week 7,0
20,3.0,Charlotte McKinney,Percentage,22.0,0.07028753993610223,10.0,Eliminated Week 3,1
20,3.0,Chris Soules,Percentage,28.0,0.08945686900958466,7.0,Eliminated Week 8,0
20,3.0,Michael Sam,Percentage,24.0,0.07667731629392971,9.0,Eliminated Week 4,0
20,3.0,Nastia Liukin,Percentage,34.0,0.10862619808306709,1.0,Eliminated Week 9,0
20,3.0,Noah Galloway,Percentage,30.0,0.09584664536741214,5.0,3rd Place,0
20,3.0,Patti LaBelle,Percentage,22.0,0.07028753993610223,10.0,Eliminated Week 6,0
20,3.0,Riker Lynch,Percentage,34.0,0.10862619808306709,1.0,2nd Place,0
20,3.0,Robert Herjavec,Percentage,29.0,0.0926517571884984,6.0,Eliminated Week 8,0
20,3.0,Rumer Willis,Percentage,33.0,0.10543130990415335,3.0,1st Place,0
20,3.0,Suzanne Somers,Percentage,25.0,0.07987220447284345,8.0,Eliminated Week 5,0
20,3.0,Willow Shields,Percentage,32.0,0.10223642172523961,4.0,Eliminated Week 7,0
20,4.0,Chris Soules,Percentage,27.0,0.08307692307692308,10.0,Eliminated Week 8,0
20,4.0,Michael Sam,Percentage,30.0,0.09230769230769231,7.0,Eliminated Week 4,1
20,4.0,Nastia Liukin,Percentage,36.0,0.11076923076923077,2.0,Eliminated Week 9,0
20,4.0,Noah Galloway,Percentage,32.0,0.09846153846153846,6.0,3rd Place,0
20,4.0,Patti LaBelle,Percentage,30.0,0.09230769230769231,7.0,Eliminated Week 6,0
20,4.0,Riker Lynch,Percentage,34.0,0.10461538461538461,4.0,2nd Place,0
20,4.0,Robert Herjavec,Percentage,34.0,0.10461538461538461,4.0,Eliminated Week 8,0
20,4.0,Rumer Willis,Percentage,35.0,0.1076923076923077,3.0,1st Place,0
20,4.0,Suzanne Somers,Percentage,28.0,0.08615384615384615,9.0,Eliminated Week 5,0
20,4.0,Willow Shields,Percentage,39.0,0.12,1.0,Eliminated Week 7,0
20,5.0,Chris Soules,Percentage,27.0,0.09540636042402827,7.0,Eliminated Week 8,0
20,5.0,Nastia Liukin,Percentage,38.0,0.13427561837455831,2.0,Eliminated Week 9,0
20,5.0,Noah Galloway,Percentage,28.0,0.0989399293286219,5.0,3rd Place,0
20,5.0,Patti LaBelle,Percentage,27.0,0.09540636042402827,7.0,Eliminated Week 6,0
20,5.0,Riker Lynch,Percentage,38.0,0.13427561837455831,2.0,2nd Place,0
20,5.0,Robert Herjavec,Percentage,24.0,0.08480565371024736,9.0,Eliminated Week 8,0
20,5.0,Rumer Willis,Percentage,39.0,0.13780918727915195,1.0,1st Place,0
20,5.0,Suzanne Somers,Percentage,28.0,0.0989399293286219,5.0,Eliminated Week 5,1
20,5.0,Willow Shields,Percentage,34.0,0.12014134275618374,4.0,Eliminated Week 7,0
20,6.0,Chris Soules,Percentage,35.0,0.12367491166077739,5.0,Eliminated Week 8,0
20,6.0,Nastia Liukin,Percentage,36.5,0.12897526501766785,2.0,Eliminated Week 9,0
20,6.0,Noah Galloway,Percentage,34.0,0.12014134275618374,6.0,3rd Place,0
20,6.0,Patti LaBelle,Percentage,34.0,0.12014134275618374,6.0,Eliminated Week 6,1
20,6.0,Riker Lynch,Percentage,38.0,0.13427561837455831,1.0,2nd Place,0
20,6.0,Robert Herjavec,Percentage,33.5,0.11837455830388692,8.0,Eliminated Week 8,0
20,6.0,Rumer Willis,Percentage,35.5,0.1254416961130742,4.0,1st Place,0
20,6.0,Willow Shields,Percentage,36.5,0.12897526501766785,2.0,Eliminated Week 7,0
20,7.0,Chris Soules,Percentage,31.0,0.1220472440944882,6.0,Eliminated Week 8,0
20,7.0,Nastia Liukin,Percentage,41.0,0.16141732283464566,1.0,Eliminated Week 9,0
20,7.0,Noah Galloway,Percentage,38.0,0.14960629921259844,3.0,3rd Place,0
20,7.0,Riker Lynch,Percentage,37.0,0.14566929133858267,4.0,2nd Place,0
20,7.0,Robert Herjavec,Percentage,31.0,0.1220472440944882,6.0,Eliminated Week 8,0
20,7.0,Rumer Willis,Percentage,37.0,0.14566929133858267,4.0,1st Place,0
20,7.0,Willow Shields,Percentage,39.0,0.15354330708661418,2.0,Eliminated Week 7,1
20,8.0,Chris Soules,Percentage,32.0,0.15130023640661938,4.0,Eliminated Week 8,1
20,8.0,Nastia Liukin,Percentage,38.0,0.17966903073286053,3.0,Eliminated Week 9,0
20,8.0,Noah Galloway,Percentage,31.5,0.14893617021276595,5.0,3rd Place,0
20,8.0,Riker Lynch,Percentage,39.0,0.18439716312056736,2.0,2nd Place,0
20,8.0,Robert Herjavec,Percentage,31.0,0.14657210401891252,6.0,Eliminated Week 8,1
20,8.0,Rumer Willis,Percentage,40.0,0.18912529550827423,1.0,1st Place,0
20,9.0,Nastia Liukin,Percentage,40.0,0.25477707006369427,1.0,Eliminated Week 9,1
20,9.0,Noah Galloway,Percentage,38.0,0.24203821656050956,4.0,3rd Place,0
20,9.0,Riker Lynch,Percentage,40.0,0.25477707006369427,1.0,2nd Place,0
20,9.0,Rumer Willis,Percentage,39.0,0.2484076433121019,3.0,1st Place,0
20,10.0,Noah Galloway,Percentage,36.0,0.3103448275862069,3.0,3rd Place,0
20,10.0,Riker Lynch,Percentage,40.0,0.3448275862068966,1.0,2nd Place,0
20,10.0,Rumer Willis,Percentage,40.0,0.3448275862068966,1.0,1st Place,0
21,1.0,Alek Skarlatos,Percentage,22.0,0.10232558139534884,4.0,3rd Place,0
21,1.0,Alexa PenaVega,Percentage,22.0,0.10232558139534884,4.0,Eliminated Week 9,0
21,1.0,Andy Grammer,Percentage,21.0,0.09767441860465116,6.0,Eliminated Week 8,0
21,1.0,Bindi Irwin,Percentage,24.0,0.11162790697674418,1.0,1st Place,0
21,1.0,Carlos PenaVega,Percentage,23.0,0.10697674418604651,3.0,Eliminated Week 11,1
21,1.0,Chaka Khan,Percentage,13.0,0.06046511627906977,11.0,Eliminated Week 2,0
21,1.0,Gary Busey,Percentage,15.0,0.06976744186046512,8.0,Eliminated Week 4,0
21,1.0,Hayes Grier,Percentage,21.0,0.09767441860465116,6.0,Eliminated Week 7,0
21,1.0,Nick Carter,Percentage,24.0,0.11162790697674418,1.0,2nd Place,0
21,1.0,Paula Deen,Percentage,15.0,0.06976744186046512,8.0,Eliminated Week 6,0
21,1.0,Victor Espinoza,Percentage,15.0,0.06976744186046512,8.0,Eliminated Week 2,0
21,2.0,Alek Skarlatos,Percentage,22.5,0.0989010989010989,3.0,3rd Place,0
21,2.0,Alexa PenaVega,Percentage,23.0,0.1010989010989011,2.0,Eliminated Week 9,0
21,2.0,Andy Grammer,Percentage,22.0,0.0967032967032967,7.0,Eliminated Week 8,0
21,2.0,Bindi Irwin,Percentage,24.0,0.1054945054945055,1.0,1st Place,0
21,2.0,Carlos PenaVega,Percentage,22.5,0.0989010989010989,3.0,Eliminated Week 11,0
21,2.0,Chaka Khan,Percentage,15.0,0.06593406593406594,11.0,Eliminated Week 2,1
21,2.0,Gary Busey,Percentage,16.5,0.07252747252747253,10.0,Eliminated Week 4,0
21,2.0,Hayes Grier,Percentage,22.5,0.0989010989010989,3.0,Eliminated Week 7,0
21,2.0,Nick Carter,Percentage,22.5,0.0989010989010989,3.0,2nd Place,0
21,2.0,Paula Deen,Percentage,18.5,0.08131868131868132,8.0,Eliminated Week 6,0
21,2.0,Victor Espinoza,Percentage,18.5,0.08131868131868132,8.0,Eliminated Week 2,1
21,3.0,Alek Skarlatos,Percentage,33.0,0.1213235294117647,3.0,3rd Place,0
21,3.0,Alexa PenaVega,Percentage,36.0,0.1323529411764706,1.0,Eliminated Week 9,0
21,3.0,Andy Grammer,Percentage,29.0,0.10661764705882353,7.0,Eliminated Week 8,0
21,3.0,Bindi Irwin,Percentage,32.0,0.11764705882352941,4.0,1st Place,0
21,3.0,Carlos PenaVega,Percentage,31.0,0.11397058823529412,5.0,Eliminated Week 11,0
21,3.0,Gary Busey,Percentage,25.0,0.09191176470588236,8.0,Eliminated Week 4,0
21,3.0,Hayes Grier,Percentage,30.0,0.11029411764705882,6.0,Eliminated Week 7,0
21,3.0,Nick Carter,Percentage,36.0,0.1323529411764706,1.0,2nd Place,0
21,3.0,Paula Deen,Percentage,20.0,0.07352941176470588,9.0,Eliminated Week 6,0
21,4.0,Alek Skarlatos,Percentage,24.0,0.11483253588516747,5.0,3rd Place,0
21,4.0,Alexa PenaVega,Percentage,21.0,0.10047846889952153,7.0,Eliminated Week 9,0
21,4.0,Andy Grammer,Percentage,23.0,0.11004784688995216,6.0,Eliminated Week 8,0
21,4.0,Bindi Irwin,Percentage,28.0,0.1339712918660287,1.0,1st Place,0
21,4.0,Carlos PenaVega,Percentage,25.0,0.11961722488038277,4.0,Eliminated Week 11,0
21,4.0,Gary Busey,Percentage,16.0,0.07655502392344497,9.0,Eliminated Week 4,1
21,4.0,Hayes Grier,Percentage,27.0,0.1291866028708134,2.0,Eliminated Week 7,0
21,4.0,Nick Carter,Percentage,27.0,0.1291866028708134,2.0,2nd Place,0
21,4.0,Paula Deen,Percentage,18.0,0.0861244019138756,8.0,Eliminated Week 6,0
21,5.0,Alek Skarlatos,Percentage,29.0,0.10661764705882353,7.0,3rd Place,0
21,5.0,Alexa PenaVega,Percentage,40.0,0.14705882352941177,1.0,Eliminated Week 9,0
21,5.0,Andy Grammer,Percentage,36.0,0.1323529411764706,4.0,Eliminated Week 8,0
21,5.0,Bindi Irwin,Percentage,37.0,0.13602941176470587,3.0,1st Place,0
21,5.0,Carlos PenaVega,Percentage,39.0,0.14338235294117646,2.0,Eliminated Week 11,0
21,5.0,Hayes Grier,Percentage,30.0,0.11029411764705882,6.0,Eliminated Week 7,0
21,5.0,Nick Carter,Percentage,35.0,0.12867647058823528,5.0,2nd Place,0
21,5.0,Paula Deen,Percentage,26.0,0.09558823529411764,8.0,Eliminated Week 6,0
21,6.0,Alek Skarlatos,Percentage,30.0,0.10989010989010989,6.0,3rd Place,0
21,6.0,Alexa PenaVega,Percentage,30.0,0.10989010989010989,6.0,Eliminated Week 9,0
21,6.0,Andy Grammer,Percentage,40.0,0.14652014652014653,1.0,Eliminated Week 8,0
21,6.0,Bindi Irwin,Percentage,40.0,0.14652014652014653,1.0,1st Place,0
21,6.0,Carlos PenaVega,Percentage,38.0,0.1391941391941392,4.0,Eliminated Week 11,0
21,6.0,Hayes Grier,Percentage,32.0,0.11721611721611722,5.0,Eliminated Week 7,0
21,6.0,Nick Carter,Percentage,39.0,0.14285714285714285,3.0,2nd Place,0
21,6.0,Paula Deen,Percentage,24.0,0.08791208791208792,8.0,Eliminated Week 6,1
21,7.0,Alek Skarlatos,Percentage,26.5,0.13659793814432988,7.0,3rd Place,0
21,7.0,Alexa PenaVega,Percentage,27.5,0.14175257731958762,5.0,Eliminated Week 9,0
21,7.0,Andy Grammer,Percentage,28.0,0.14432989690721648,2.0,Eliminated Week 8,0
21,7.0,Bindi Irwin,Percentage,29.0,0.14948453608247422,1.0,1st Place,0
21,7.0,Carlos PenaVega,Percentage,28.0,0.14432989690721648,2.0,Eliminated Week 11,0
21,7.0,Hayes Grier,Percentage,28.0,0.14432989690721648,2.0,Eliminated Week 7,1
21,7.0,Nick Carter,Percentage,27.0,0.13917525773195877,6.0,2nd Place,0
21,8.0,Alek Skarlatos,Percentage,25.0,0.15060295398658066,5.0,3rd Place,0
21,8.0,Alexa PenaVega,Percentage,26.9998,0.16264998548187523,4.0,Eliminated Week 9,0
21,8.0,Andy Grammer,Percentage,23.9998,0.14457763100348556,6.0,Eliminated Week 8,1
21,8.0,Bindi Irwin,Percentage,28.0,0.16867530846497034,3.0,1st Place,0
21,8.0,Carlos PenaVega,Percentage,28.9998,0.1746982218008017,2.0,Eliminated Week 11,0
21,8.0,Nick Carter,Percentage,33.0,0.19879589926228647,1.0,2nd Place,0
21,9.0,Alek Skarlatos,Percentage,25.5,0.18214285714285713,5.0,3rd Place,0
21,9.0,Alexa PenaVega,Percentage,30.0,0.21428571428571427,1.0,Eliminated Week 9,1
21,9.0,Bindi Irwin,Percentage,30.0,0.21428571428571427,1.0,1st Place,0
21,9.0,Carlos PenaVega,Percentage,27.0,0.19285714285714287,4.0,Eliminated Week 11,0
21,9.0,Nick Carter,Percentage,27.5,0.19642857142857142,3.0,2nd Place,0
21,10.0,Alek Skarlatos,Percentage,28.5,0.24050632911392406,3.0,3rd Place,0
21,10.0,Bindi Irwin,Percentage,31.5,0.26582278481012656,1.0,1st Place,0
21,10.0,Carlos PenaVega,Percentage,31.5,0.26582278481012656,1.0,Eliminated Week 11,0
21,10.0,Nick Carter,Percentage,27.0,0.22784810126582278,4.0,2nd Place,0
21,11.0,Alek Skarlatos,Percentage,27.999899999999997,0.23728748922668577,4.0,3rd Place,0
21,11.0,Bindi Irwin,Percentage,30.0,0.25423750359110475,1.0,1st Place,0
21,11.0,Carlos PenaVega,Percentage,30.0,0.25423750359110475,1.0,Eliminated Week 11,1
21,11.0,Nick Carter,Percentage,30.0,0.25423750359110475,1.0,2nd Place,0
22,1.0,Antonio Brown,Percentage,21.0,0.08860759493670886,4.0,Eliminated Week 9,0
22,1.0,Doug Flutie,Percentage,15.0,0.06329113924050633,11.0,Eliminated Week 6,0
22,1.0,Geraldo Rivera,Percentage,13.0,0.05485232067510549,12.0,Eliminated Week 2,0
22,1.0,Ginger Zee,Percentage,23.0,0.0970464135021097,1.0,3rd Place,0
22,1.0,Jodie Sweetin,Percentage,20.0,0.08438818565400844,8.0,Eliminated Week 8,0
22,1.0,Kim Fields,Percentage,20.0,0.08438818565400844,8.0,Eliminated Week 7,0
22,1.0,Marla Maples,Percentage,21.0,0.08860759493670886,4.0,Eliminated Week 4,0
22,1.0,Mischa Barton,Percentage,16.0,0.06751054852320675,10.0,Eliminated Week 3,0
22,1.0,Nyle DiMarco,Percentage,23.0,0.0970464135021097,1.0,1st Place,0
22,1.0,Paige VanZant,Percentage,21.0,0.08860759493670886,4.0,2nd Place,0
22,1.0,Von Miller,Percentage,21.0,0.08860759493670886,4.0,Eliminated Week 7,0
22,1.0,Wanya Morris,Percentage,23.0,0.0970464135021097,1.0,Eliminated Week 9,0
22,2.0,Antonio Brown,Percentage,19.0,0.08050847457627118,9.0,Eliminated Week 9,0
22,2.0,Doug Flutie,Percentage,20.0,0.0847457627118644,5.0,Eliminated Week 6,0
22,2.0,Geraldo Rivera,Percentage,13.0,0.05508474576271186,12.0,Eliminated Week 2,1
22,2.0,Ginger Zee,Percentage,21.0,0.08898305084745763,3.0,3rd Place,0
22,2.0,Jodie Sweetin,Percentage,21.0,0.08898305084745763,3.0,Eliminated Week 8,0
22,2.0,Kim Fields,Percentage,19.0,0.08050847457627118,9.0,Eliminated Week 7,0
22,2.0,Marla Maples,Percentage,20.0,0.0847457627118644,5.0,Eliminated Week 4,0
22,2.0,Mischa Barton,Percentage,15.0,0.0635593220338983,11.0,Eliminated Week 3,0
22,2.0,Nyle DiMarco,Percentage,20.0,0.0847457627118644,5.0,1st Place,0
22,2.0,Paige VanZant,Percentage,24.0,0.1016949152542373,1.0,2nd Place,0
22,2.0,Von Miller,Percentage,20.0,0.0847457627118644,5.0,Eliminated Week 7,0
22,2.0,Wanya Morris,Percentage,24.0,0.1016949152542373,1.0,Eliminated Week 9,0
22,3.0,Antonio Brown,Percentage,20.0,0.08438818565400844,8.0,Eliminated Week 9,0
22,3.0,Doug Flutie,Percentage,20.0,0.08438818565400844,8.0,Eliminated Week 6,0
22,3.0,Ginger Zee,Percentage,21.0,0.08860759493670886,6.0,3rd Place,0
22,3.0,Jodie Sweetin,Percentage,23.0,0.0970464135021097,3.0,Eliminated Week 8,0
22,3.0,Kim Fields,Percentage,22.0,0.09282700421940929,5.0,Eliminated Week 7,0
22,3.0,Marla Maples,Percentage,21.0,0.08860759493670886,6.0,Eliminated Week 4,0
22,3.0,Mischa Barton,Percentage,18.0,0.0759493670886076,11.0,Eliminated Week 3,1
22,3.0,Nyle DiMarco,Percentage,25.0,0.10548523206751055,1.0,1st Place,0
22,3.0,Paige VanZant,Percentage,23.0,0.0970464135021097,3.0,2nd Place,0
22,3.0,Von Miller,Percentage,20.0,0.08438818565400844,8.0,Eliminated Week 7,0
22,3.0,Wanya Morris,Percentage,24.0,0.10126582278481013,2.0,Eliminated Week 9,0
22,4.0,Antonio Brown,Percentage,35.0,0.109717868338558,3.0,Eliminated Week 9,0
22,4.0,Doug Flutie,Percentage,24.0,0.07523510971786834,10.0,Eliminated Week 6,0
22,4.0,Ginger Zee,Percentage,36.0,0.11285266457680251,1.0,3rd Place,0
22,4.0,Jodie Sweetin,Percentage,27.0,0.08463949843260188,9.0,Eliminated Week 8,0
22,4.0,Kim Fields,Percentage,32.0,0.10031347962382445,6.0,Eliminated Week 7,0
22,4.0,Marla Maples,Percentage,28.0,0.0877742946708464,8.0,Eliminated Week 4,1
22,4.0,Nyle DiMarco,Percentage,34.0,0.10658307210031348,5.0,1st Place,0
22,4.0,Paige VanZant,Percentage,36.0,0.11285266457680251,1.0,2nd Place,0
22,4.0,Von Miller,Percentage,32.0,0.10031347962382445,6.0,Eliminated Week 7,0
22,4.0,Wanya Morris,Percentage,35.0,0.109717868338558,3.0,Eliminated Week 9,0
22,5.0,Antonio Brown,Percentage,26.0,0.09420289855072464,9.0,Eliminated Week 9,0
22,5.0,Doug Flutie,Percentage,28.0,0.10144927536231885,7.0,Eliminated Week 6,0
22,5.0,Ginger Zee,Percentage,32.0,0.11594202898550725,3.0,3rd Place,0
22,5.0,Jodie Sweetin,Percentage,35.0,0.12681159420289856,2.0,Eliminated Week 8,0
22,5.0,Kim Fields,Percentage,28.0,0.10144927536231885,7.0,Eliminated Week 7,0
22,5.0,Nyle DiMarco,Percentage,37.0,0.13405797101449277,1.0,1st Place,0
22,5.0,Paige VanZant,Percentage,31.0,0.11231884057971014,4.0,2nd Place,0
22,5.0,Von Miller,Percentage,29.0,0.10507246376811594,6.0,Eliminated Week 7,0
22,5.0,Wanya Morris,Percentage,30.0,0.10869565217391304,5.0,Eliminated Week 9,0
22,6.0,Antonio Brown,Percentage,27.0,0.11894273127753303,3.0,Eliminated Week 9,0
22,6.0,Doug Flutie,Percentage,21.0,0.09251101321585903,9.0,Eliminated Week 6,1
22,6.0,Ginger Zee,Percentage,24.0,0.10572687224669604,6.0,3rd Place,0
22,6.0,Jodie Sweetin,Percentage,25.0,0.11013215859030837,4.0,Eliminated Week 8,0
22,6.0,Kim Fields,Percentage,24.0,0.10572687224669604,6.0,Eliminated Week 7,0
22,6.0,Nyle DiMarco,Percentage,25.0,0.11013215859030837,4.0,1st Place,0
22,6.0,Paige VanZant,Percentage,28.0,0.12334801762114538,2.0,2nd Place,0
22,6.0,Von Miller,Percentage,24.0,0.10572687224669604,6.0,Eliminated Week 7,0
22,6.0,Wanya Morris,Percentage,29.0,0.1277533039647577,1.0,Eliminated Week 9,0
22,7.0,Antonio Brown,Percentage,26.0,0.12149532710280374,5.0,Eliminated Week 9,0
22,7.0,Ginger Zee,Percentage,27.5,0.12850467289719625,2.0,3rd Place,0
22,7.0,Jodie Sweetin,Percentage,25.5,0.1191588785046729,8.0,Eliminated Week 8,0
22,7.0,Kim Fields,Percentage,26.0,0.12149532710280374,5.0,Eliminated Week 7,1
22,7.0,Nyle DiMarco,Percentage,28.0,0.1308411214953271,1.0,1st Place,0
22,7.0,Paige VanZant,Percentage,27.5,0.12850467289719625,2.0,2nd Place,0
22,7.0,Von Miller,Percentage,26.0,0.12149532710280374,5.0,Eliminated Week 7,1
22,7.0,Wanya Morris,Percentage,27.5,0.12850467289719625,2.0,Eliminated Week 9,0
22,8.0,Antonio Brown,Percentage,27.0,0.15976331360946747,5.0,Eliminated Week 9,0
22,8.0,Ginger Zee,Percentage,30.0,0.17751479289940827,1.0,3rd Place,0
22,8.0,Jodie Sweetin,Percentage,30.0,0.17751479289940827,1.0,Eliminated Week 8,1
22,8.0,Nyle DiMarco,Percentage,29.0,0.17159763313609466,3.0,1st Place,0
22,8.0,Paige VanZant,Percentage,28.0,0.16568047337278108,4.0,2nd Place,0
22,8.0,Wanya Morris,Percentage,25.0,0.14792899408284024,6.0,Eliminated Week 9,0
22,9.0,Antonio Brown,Percentage,27.5,0.1916376306620209,5.0,Eliminated Week 9,1
22,9.0,Ginger Zee,Percentage,28.0,0.1951219512195122,4.0,3rd Place,0
22,9.0,Nyle DiMarco,Percentage,28.5,0.1986062717770035,3.0,1st Place,0
22,9.0,Paige VanZant,Percentage,29.5,0.20557491289198607,2.0,2nd Place,0
